site_id;nature;nom_prodcartofriches;site_id_ok;TEST
72176_18956;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72176_18956;OK
72262_3704;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72262_3704;OK
72095_5418;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72095_5418;OK
72344_6891;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;72344_6891;OK
72181_7135;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_7135;OK
72334_7532;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72334_7532;OK
72146_7626;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72146_7626;OK
72158_7643;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;72158_7643;OK
72181_19296;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_19296;OK
72054_19362;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72054_19362;OK
72039_7537;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72039_7537;OK
72155_8267;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72155_8267;OK
72223_8938;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;72223_8938;OK
72003_13409;MTE;Friche étude Ademe 2021;72003_13409;OK
72181_19013;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_19013;OK
72181_19281;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_19281;OK
72013_3674;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72013_3674;OK
72356_5341;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72356_5341;OK
72344_7722;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72344_7722;OK
72068_3684;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72068_3684;OK
72181_9599;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_9599;OK
72213_10604;MTE;Friche étude Ademe 2021;72213_10604;OK
72054_10689;MTE;Friche étude Ademe 2021;72054_10689;OK
72132_10772;MTE;Friche étude Ademe 2021;72132_10772;OK
72334_19592;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72334_19592;OK
72149_6924;MTE;Friche étude Ademe 2021;72149_6924;OK
72182_8085;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72182_8085;OK
72278_14098;MTE;Friche étude Ademe 2021;72278_14098;OK
72344_11021;MTE;Cerema AO Ademe;72344_11021;OK
72023_20401;fond friche;Appel à projet Fonds Friches;72023_20401;OK
72008_8750;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72008_8750;OK
72054_13622;MTE;Friche étude Ademe 2021;72054_13622;OK
72143_21898;fond friche;Appel à projet Fonds Friches;72143_21898;OK
72181_8665;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_8665;OK
72181_21988;fond friche;Appel à projet Fonds Friches;72181_21988;OK
72181_6091;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_6091;OK
72158_7148;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72158_7148;OK
72181_8671;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_8671;OK
72181_10441;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;72181_10441;OK
72180_19771;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72180_19771;OK
72008_1403;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72008_1403;OK
72244_19064;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72244_19064;OK
72231_19241;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72231_19241;OK
72155_3722;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72155_3722;OK
72008_7702;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72008_7702;OK
72316_10617;MTE;Friche étude Ademe 2021;72316_10617;OK
72213_10712;MTE;Friche étude Ademe 2021;72213_10712;OK
72035_19127;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72035_19127;OK
72310_19374;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72310_19374;OK
72054_19394;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72054_19394;OK
72058_3739;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72058_3739;OK
72050_21994;fond friche;Appel à projet Fonds Friches;72050_21994;OK
72132_5024;MTE;Friche étude Ademe 2021;72132_5024;OK
72039_7535;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72039_7535;OK
72181_8243;MTE;Friche étude Ademe 2021;72181_8243;OK
72386_8675;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72386_8675;OK
72331_13475;MTE;Friche étude Ademe 2021;72331_13475;OK
72054_13569;MTE;Friche étude Ademe 2021;72054_13569;OK
72125_14101;MTE;Friche étude Ademe 2021;72125_14101;OK
72154_18999;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72154_18999;OK
72065_19379;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72065_19379;OK
72175_7931;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72175_7931;OK
72143_19198;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72143_19198;OK
72181_19275;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_19275;OK
72181_19300;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_19300;OK
72181_19340;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_19340;OK
72310_19400;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72310_19400;OK
72021_901;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72021_901;OK
72181_6086;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_6086;OK
72330_6367;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;72330_6367;OK
72264_13195;MTE;Friche étude Ademe 2021;72264_13195;OK
72035_13950;MTE;Friche étude Ademe 2021;72035_13950;OK
72269_14083;MTE;Friche étude Ademe 2021;72269_14083;OK
72223_16614;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72223_16614;OK
72071_18979;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72071_18979;OK
72336_19169;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72336_19169;OK
72230_19174;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72230_19174;OK
72334_19598;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72334_19598;OK
72260_878;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72260_878;OK
72058_3721;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72058_3721;OK
72269_7685;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72269_7685;OK
72058_8658;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72058_8658;OK
72264_19138;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72264_19138;OK
72127_15703;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72127_15703;OK
72008_3733;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72008_3733;OK
72181_19328;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_19328;OK
72295_19779;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72295_19779;OK
72181_19324;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_19324;OK
72137_20020;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72137_20020;OK
72023_3803;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72023_3803;OK
72143_6875;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;72143_6875;OK
72181_19351;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_19351;OK
72146_7621;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72146_7621;OK
72068_12737;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;72068_12737;OK
72154_18998;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72154_18998;OK
72368_19160;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72368_19160;OK
72344_19246;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72344_19246;OK
72181_19295;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_19295;OK
72181_19326;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_19326;OK
72243_5228;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72243_5228;OK
72334_7538;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72334_7538;OK
72003_7607;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72003_7607;OK
72181_19054;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_19054;OK
72050_19285;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72050_19285;OK
72138_19709;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72138_19709;OK
72127_20937;fond friche;Appel à projet Fonds Friches;72127_20937;OK
72252_21232;fond friche;Appel à projet Fonds Friches;72252_21232;OK
72181_6041;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_6041;OK
72054_6098;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72054_6098;OK
72260_7703;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72260_7703;OK
72308_7783;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72308_7783;OK
72181_8660;MTE;Friche étude Ademe 2021;72181_8660;OK
72176_11007;fond friche;Appel à projet Fonds Friches;72176_11007;OK
72360_14102;MTE;Friche étude Ademe 2021;72360_14102;OK
72035_19144;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72035_19144;OK
72051_1980;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72051_1980;OK
72074_19409;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72074_19409;OK
72006_19833;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72006_19833;OK
72020_1414;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72020_1414;OK
72020_5373;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;72020_5373;OK
72161_11020;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;72161_11020;OK
72176_18961;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72176_18961;OK
72310_19373;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72310_19373;OK
72176_21992;fond friche;Appel à projet Fonds Friches;72176_21992;OK
72150_882;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72150_882;OK
72075_7132;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72075_7132;OK
72269_7697;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72269_7697;OK
72003_13083;MTE;Friche étude Ademe 2021;72003_13083;OK
72357_13825;MTE;Friche étude Ademe 2021;72357_13825;OK
72180_21883;fond friche;Appel à projet Fonds Friches;72180_21883;OK
72176_7558;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72176_7558;OK
72305_13413;MTE;Friche étude Ademe 2021;72305_13413;OK
72012_13869;MTE;Friche étude Ademe 2021;72012_13869;OK
72003_7729;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72003_7729;OK
72181_13411;MTE;Friche étude Ademe 2021;72181_13411;OK
72181_19306;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_19306;OK
72336_9165;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;72336_9165;OK
72180_19762;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72180_19762;OK
72181_19335;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_19335;OK
72181_21862;fond friche;Appel à projet Fonds Friches;72181_21862;OK
72334_8406;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;72334_8406;OK
72154_21978;fond friche;Appel à projet Fonds Friches;72154_21978;OK
72003_1661;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;72003_1661;OK
72005_7214;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72005_7214;OK
72154_18983;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72154_18983;OK
72243_19065;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72243_19065;OK
72151_19171;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72151_19171;OK
72223_19204;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72223_19204;OK
72071_3675;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72071_3675;OK
72370_3807;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72370_3807;OK
76681_1826;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76681_1826;OK
72213_7690;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72213_7690;OK
72008_8155;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72008_8155;OK
72124_8222;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72124_8222;OK
72168_9067;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72168_9067;OK
72243_10589;MTE;Friche étude Ademe 2021;72243_10589;OK
72180_19770;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72180_19770;OK
76540_5619;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76540_5619;OK
72025_18934;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72025_18934;OK
72009_19081;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72009_19081;OK
72181_19323;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_19323;OK
72181_20672;fond friche;Appel à projet Fonds Friches;72181_20672;OK
72101_5568;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72101_5568;OK
72003_6028;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72003_6028;OK
72181_19289;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_19289;OK
72208_6154;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72208_6154;OK
72181_9600;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_9600;OK
72181_19273;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_19273;OK
72334_4243;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72334_4243;OK
72154_18991;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72154_18991;OK
72138_19699;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72138_19699;OK
72138_19708;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72138_19708;OK
72071_7275;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72071_7275;OK
72068_19010;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72068_19010;OK
72200_19231;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72200_19231;OK
72144_8958;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72144_8958;OK
72386_19348;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72386_19348;OK
72095_19376;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72095_19376;OK
72064_8269;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72064_8269;OK
72181_21911;fond friche;Appel à projet Fonds Friches;72181_21911;OK
72386_5238;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72386_5238;OK
72181_9593;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_9593;OK
72386_21303;fond friche;Appel à projet Fonds Friches;72386_21303;OK
72181_10393;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;72181_10393;OK
72004_19414;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72004_19414;OK
72154_9427;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72154_9427;OK
72149_19365;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72149_19365;OK
72025_21567;fond friche;Appel à projet Fonds Friches;72025_21567;OK
72134_21777;fond friche;Appel à projet Fonds Friches;72134_21777;OK
72181_879;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_879;OK
72130_1197;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72130_1197;OK
72186_1551;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72186_1551;OK
72231_5237;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72231_5237;OK
72353_6171;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72353_6171;OK
72154_10424;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;72154_10424;OK
72181_19287;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_19287;OK
72223_13199;MTE;Friche étude Ademe 2021;72223_13199;OK
72008_18933;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72008_18933;OK
72124_19143;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72124_19143;OK
72306_3711;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72306_3711;OK
72181_6152;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_6152;OK
72181_9884;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_9884;OK
75056_12478;fond friche;Appel à projet Fonds Friches;75056_12478;OK
72001_10150;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72001_10150;OK
72003_10645;MTE;Friche étude Ademe 2021;72003_10645;OK
72386_13245;MTE;Friche étude Ademe 2021;72386_13245;OK
72154_18512;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72154_18512;OK
72269_19238;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72269_19238;OK
72176_3660;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72176_3660;OK
72181_3744;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_3744;OK
72054_13315;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;72054_13315;OK
72074_13904;MTE;Friche étude Ademe 2021;72074_13904;OK
72035_18676;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72035_18676;OK
75056_21956;fond friche;Appel à projet Fonds Friches;75056_21956;OK
72155_20119;fond friche;Appel à projet Fonds Friches;72155_20119;OK
72039_886;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72039_886;OK
72181_1889;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_1889;OK
72095_3753;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72095_3753;OK
76217_22239;observatoire local;EPF Normandie;76217_22239;OK
72269_7688;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72269_7688;OK
72325_9791;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72325_9791;OK
72054_13174;MTE;Friche étude Ademe 2021;72054_13174;OK
72036_13482;MTE;Friche étude Ademe 2021;72036_13482;OK
76341_22288;observatoire local;EPF Normandie;76341_22288;OK
72269_13871;MTE;Friche étude Ademe 2021;72269_13871;OK
72149_17670;fond friche;Appel à projet Fonds Friches;72149_17670;OK
72181_19087;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72181_19087;OK
72058_19298;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72058_19298;OK
72006_19814;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72006_19814;OK
73001_17347;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73001_17347;OK
73314_7369;fond friche;Appel à projet Fonds Friches;73314_7369;OK
73084_11231;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;73084_11231;OK
73065_20447;fond friche;Appel à projet Fonds Friches;73065_20447;OK
73084_2726;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73084_2726;OK
73008_3371;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73008_3371;OK
73250_10535;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;73250_10535;OK
73197_11220;fond friche;Appel à projet Fonds Friches;73197_11220;OK
73011_12742;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;73011_12742;OK
73010_17617;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73010_17617;OK
80095_24676;observatoire local;DDTM de la Somme;80095_24676;OK
73011_17489;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73011_17489;OK
73008_2756;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73008_2756;OK
73109_11240;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;73109_11240;OK
73196_17479;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73196_17479;OK
73303_21301;fond friche;Appel à projet Fonds Friches;73303_21301;OK
73032_13588;MTE;Friche étude Ademe 2021;73032_13588;OK
73253_17293;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73253_17293;OK
73202_17433;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73202_17433;OK
73119_17037;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73119_17037;OK
73073_21735;fond friche;Appel à projet Fonds Friches;73073_21735;OK
73181_11215;fond friche;Appel à projet Fonds Friches;73181_11215;OK
73032_15243;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73032_15243;OK
73010_17616;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73010_17616;OK
73231_9124;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73231_9124;OK
73171_11219;fond friche;Appel à projet Fonds Friches;73171_11219;OK
73235_10247;fond friche;Appel à projet Fonds Friches;73235_10247;OK
73261_17044;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73261_17044;OK
73179_17419;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73179_17419;OK
73235_9478;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73235_9478;OK
73039_13740;MTE;Friche étude Ademe 2021;73039_13740;OK
73213_17375;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73213_17375;OK
73257_1723;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73257_1723;OK
73329_3361;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73329_3361;OK
73019_6732;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73019_6732;OK
76709_22602;observatoire local;EPF Normandie;76709_22602;OK
73187_10102;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73187_10102;OK
76391_22740;observatoire local;EPF Normandie;76391_22740;OK
73124_11224;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;73124_11224;OK
73222_20182;fond friche;Appel à projet Fonds Friches;73222_20182;OK
73084_3331;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73084_3331;OK
73204_17337;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73204_17337;OK
78361_5820;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;78361_5820;OK
73011_5855;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73011_5855;OK
73161_7390;fond friche;Appel à projet Fonds Friches;73161_7390;OK
73047_8795;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73047_8795;OK
73157_21035;fond friche;Appel à projet Fonds Friches;73157_21035;OK
73084_11247;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;73084_11247;OK
73031_17384;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73031_17384;OK
78472_8817;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;78472_8817;OK
73250_11236;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;73250_11236;OK
73047_15237;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73047_15237;OK
73055_17243;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73055_17243;OK
73065_17361;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73065_17361;OK
73008_17456;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73008_17456;OK
73100_17346;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73100_17346;OK
73187_17351;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73187_17351;OK
78531_6243;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;78531_6243;OK
73008_17475;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73008_17475;OK
73171_20071;fond friche;Appel à projet Fonds Friches;73171_20071;OK
73261_21317;fond friche;Appel à projet Fonds Friches;73261_21317;OK
73107_1938;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73107_1938;OK
73011_11242;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;73011_11242;OK
73240_17275;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73240_17275;OK
73082_13742;MTE;Friche étude Ademe 2021;73082_13742;OK
73031_1903;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73031_1903;OK
73105_17242;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73105_17242;OK
73032_3367;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73032_3367;OK
73082_11235;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;73082_11235;OK
73065_17391;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73065_17391;OK
73124_20923;fond friche;Appel à projet Fonds Friches;73124_20923;OK
80714_24224;observatoire local;DDTM de la Somme;80714_24224;OK
73032_11250;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;73032_11250;OK
73003_1488;fond friche;Appel à projet Fonds Friches;73003_1488;OK
73008_2792;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73008_2792;OK
73303_22142;fond friche;Appel à projet Fonds Friches;73303_22142;OK
73001_3337;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73001_3337;OK
73248_7767;fond friche;Appel à projet Fonds Friches;73248_7767;OK
74124_6045;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74124_6045;OK
73250_11223;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;73250_11223;OK
73058_13512;MTE;Friche étude Ademe 2021;73058_13512;OK
73246_17262;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73246_17262;OK
74243_17923;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74243_17923;OK
73194_13276;MTE;Friche étude Ademe 2021;73194_13276;OK
73058_13237;MTE;Friche étude Ademe 2021;73058_13237;OK
73328_17449;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73328_17449;OK
73213_1460;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73213_1460;OK
73290_13515;MTE;Friche étude Ademe 2021;73290_13515;OK
73128_7654;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73128_7654;OK
73109_13743;MTE;Friche étude Ademe 2021;73109_13743;OK
74241_5201;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74241_5201;OK
73100_17356;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73100_17356;OK
73065_21952;fond friche;Appel à projet Fonds Friches;73065_21952;OK
73074_10313;fond friche;Appel à projet Fonds Friches;73074_10313;OK
73227_1718;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73227_1718;OK
73032_17417;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73032_17417;OK
73253_6730;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73253_6730;OK
74102_12402;fond friche;Appel à projet Fonds Friches;74102_12402;OK
73117_20402;fond friche;Appel à projet Fonds Friches;73117_20402;OK
73297_10098;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73297_10098;OK
